MatchID,Home,Away,Date,Season,Text
522,West Ham United,Hull City,Fri 16 Dec 2016 15.54 GMT,2016-17,"West Ham United are feeling better after picking up four points from their past two games and the visit of Hull City offers them a chance to edge away from the bottom three. After beating Burnley on Wednesday, they will be confident of finally recording consecutive wins in the league at the London Stadium. Andy Carroll is set to start again for Slaven Bilic’s side, who could condemn Hull to spending Christmas at the bottom of the table. Jacob Steinberg"
523,Stoke City,Leicester City,Fri 16 Dec 2016 15.16 GMT,2016-17,"A point from their last two games has checked Stoke’s rise and they will be without Marko Arnautovic over most of the Christmas period after his red card in the draw with Southampton. They are, at least, well stocked in attack and Mame Biram Diouf or Wilfried Bony will come in. Leicester would just like consistency: they lost 1-0 at Bournemouth on Tuesday – some anticlimax after their heroics against Manchester City. Nick Ames"
524,Everton,Liverpool,Fri 16 Dec 2016 13.56 GMT,2016-17,"The rivals approach the 227th Merseyside derby with morale lifted by important victories in midweek while also anxious to avoid a defeat that would ruin Christmas for one half of the city. Everton, who will be without the suspended captain, Phil Jagielka, are unbeaten at home in the Premier League this season but have not won any of the last 12 derbies. For all the scrutiny on their defence, Liverpool have kept four clean sheets in their last six matches and Jürgen Klopp will hope Joël Matip recovers from an ankle injury for their first experience of Goodison Park. Andy Hunter"
525,Leicester City,Manchester City,Fri 9 Dec 2016 18.34 GMT,2016-17,"Manchester City have had an extra day to prepare for today’s late kick-off, after both sides’ underwhelming exploits in the Champions League. City struggled without Sergio Agüero and Fernandinho on Tuesday and the pair start their respective lengthy bans against the Premier league champions, who will look to put their mid-week 5-0 defeat to Porto behind them. Michael Butler"
526,Chelsea,West Bromwich Albion,Fri 9 Dec 2016 18.11 GMT,2016-17,"Antonio Conte counted Chelsea as “underdogs” when he arrived at Stamford Bridge over the summer but now has to contemplate life as a title contender. “It’s difficult to accept this,” he offered before Sunday’s visit of an in form West Bromwich Albion. “I suppose it’s normal when you are playing well and winning a lot of games, but we have to make sure we don’t lose our hunger.” The visitors, awkward opponents and pepped by their own recent burst of positive results, will test their hosts’ momentum but, after eight wins in a row, Chelsea can be unstoppable at times. Dominic Fifield"
527,Hull City,Crystal Palace,Fri 9 Dec 2016 18.00 GMT,2016-17,Crystal Palace arrive at Hull City following a morale-boosting 3-0 win against Southampton that ended their run of six straight defeats. No such respite for the hosts who have seen everything go downhill since their transfer embargo was lifted and they began signing players. Palace could do with another win but Hull are desperate with a tough run of fixtures coming up. Neither side are strong in defence but the visitors’ attack is significantly more threatening which could make for another tough afternoon for Mike Phelan. Jack Harry
528,Swansea City,Sunderland,Fri 9 Dec 2016 17.35 GMT,2016-17,Sunderland have hit their annual run of form six months ahead of schedule while Swansea sit at the foot of the table. It would be tempting to predict a role reversal narrative but considering Swansea’s thrashing at the hands of Tottenham last time out this seems unlikely. A win for Bob Bradley’s side will see them overtake the visitors but David Moyes must be targeting a fourth win in five. Jack Harry
529,Manchester United,Tottenham Hotspur,Fri 9 Dec 2016 17.24 GMT,2016-17,The mood at Manchester United is one of frustration mixed with confidence that very soon everything will begin to click and performance will match result. Tottenham Hotspur are six points ahead of José Mourinho’s side in fifth place and given Mauricio Pochettino was of interest to United before hiring the Portuguese each man may have a little extra motivation to deliver three points. Jamie Jackson
530,Watford,Everton,Fri 9 Dec 2016 16.59 GMT,2016-17,"Watford have the chance to leapfrog Everton if they can turn around their blip in form. Ronald Koeman will hardly be confident he can foil Walter Mazzarri’s side. The visitors have won once in nine attempts since a run of four successive victories ended in September. To spark an upturn in fortunes Romelu Lukaku will have to start scoring more frequently, he has just one goal in his last six matches. Everton’s next top-scorer is Gareth Barry. Graham Searles"
531,Burnley,Bournemouth,Fri 9 Dec 2016 15.40 GMT,2016-17,"Burnley may come to be thankful of the small cushion their early-season form gave them. They have lost three games in a row for the first time this season and need to arrest the slump quickly; on the plus side they continue to impress at Turf Moor, running Manchester City mightily close two weeks ago, and Bournemouth will not inspire too much fear despite their remarkable comeback against Liverpool. Eddie Howe’s visitors could use that being the springboard for some consistency now, and victory should strengthen their position in the top half. Nick Ames"
532,Liverpool,West Ham United,Fri 9 Dec 2016 14.52 GMT,2016-17,"What Slaven Bilic would give to turn back the clock. Last season West Ham recorded a league double over Liverpool for the first time since 1963-64, knocking Jürgen Klopp’s side out of the FA Cup too for good measure, but they return to Anfield without a win in six matches, one point above the relegation zone and with their manager under pressure following a humiliating 5-1 home defeat by Arsenal last weekend. Bilic needs a reaction, but so does Klopp following Liverpool’s collapse at Bournemouth. There is plenty at stake. Andy Hunter"
533,Arsenal,Stoke City,Fri 9 Dec 2016 14.38 GMT,2016-17,"Arsène Wenger has long demonstrated his capacity to respond to a setback but how he and Arsenal have done so after the EFL Cup exit to Southampton. They have taken apart West Ham and Basel and are determined to maintain the pressure on the leaders, Chelsea. Stoke, though, are in confident mood, having tightened up at the back and taken an impressive 18 points from 27. Could they get something at Arsenal for the first time since 1981? David Hytner"
534,Southampton,Middlesbrough,Fri 9 Dec 2016 14.11 GMT,2016-17,"It has been an awful week for Southampton. A heavy defeat at Crystal Palace was followed by elimination from the Europa League and a serious injury to Charlie Austin, the only player who has scored regularly for the club this season. Middlesbrough have lost only one match away in the league this season and will feel confident of adding to Claude Puel’s woes. Paul Doyle"
535,Tottenham Hotspur,Swansea City,Fri 2 Dec 2016 17.40 GMT,2016-17,"Bob Bradley has finally generated the momentum he has craved and his head may still be spinning, in a good way, after last Saturday’s 5-4 win over Crystal Palace – his first in charge of Swansea. He comes to London with his team still in the relegation places but with renewed belief and ready to confront opponents who have lost some fluency over the past two months. For Tottenham, this feels like a must-win. David Hytner"
536,Middlesbrough,Hull City,Fri 2 Dec 2016 17.31 GMT,2016-17,"As encouraging as Middlesbrough’s recent performances have been they have still won only twice and are one point ahead of Hull. While Harry Maguire – a centre half coveted by Aitor Karanka – may have a chance to audition for a January move by marking Álvaro Negredo, the absence of Boro’s injured left-back George Friend could permit Robert Snodgrass to undermine the potentially vulnerable Fábio da Silva. Do not bet against Adama Traoré’s extraordinary pace and dribbling ability for Boro proving key though. Louise Taylor"
